               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  22,            0.016554,           0.0068977,           0.0015785,             0.85325,                   1,             0.90629,             0.78254,           0.0084832,            0.004182,           0.0010311,           0.0069948,           0.0069948,           0.0069948
                  23,              0.0159,           0.0068468,           0.0015441,             0.85259,             0.98718,             0.93533,             0.86395,            0.007943,           0.0045496,          0.00097244,           0.0067495,           0.0067495,           0.0067495
                  24,            0.015393,           0.0066388,           0.0017002,             0.86618,                   1,             0.90198,             0.80305,           0.0084029,           0.0040834,           0.0010415,           0.0065013,           0.0065013,           0.0065013
                  25,            0.014695,           0.0064326,           0.0014361,             0.88635,                   1,             0.92986,             0.82554,            0.006941,           0.0041291,          0.00086319,           0.0062512,           0.0062512,           0.0062512
                  26,            0.014119,           0.0062764,           0.0014221,             0.88202,             0.96875,             0.88315,             0.81638,           0.0075416,           0.0039532,          0.00081053,               0.006,               0.006,               0.006
                  27,            0.013849,           0.0061612,           0.0013502,             0.90329,             0.95209,             0.94174,             0.89175,           0.0059664,            0.003678,          0.00078259,           0.0057488,           0.0057488,           0.0057488
                  28,             0.01332,           0.0061116,           0.0012567,             0.87441,                   1,             0.92893,             0.88332,           0.0050824,           0.0036915,          0.00076291,           0.0054987,           0.0054987,           0.0054987
                  29,            0.012787,           0.0060199,           0.0011618,             0.92773,             0.95782,             0.94569,             0.90136,           0.0047167,           0.0034967,          0.00068219,           0.0052505,           0.0052505,           0.0052505
                  30,             0.01254,           0.0057682,           0.0010913,             0.86681,                   1,             0.90131,             0.86252,           0.0046525,           0.0033504,          0.00067255,           0.0050052,           0.0050052,           0.0050052
                  31,             0.01243,           0.0058005,           0.0011088,             0.87343,                   1,             0.89201,             0.84669,           0.0051162,           0.0035261,           0.0006701,           0.0047639,           0.0047639,           0.0047639
                  32,            0.011816,            0.005511,           0.0010603,             0.87822,             0.99645,             0.92443,             0.89362,           0.0040706,           0.0032128,          0.00060963,           0.0045275,           0.0045275,           0.0045275
                  33,             0.01141,           0.0056008,          0.00095386,             0.86616,                   1,             0.91255,             0.87703,           0.0044298,           0.0032215,          0.00059065,           0.0042969,           0.0042969,           0.0042969
                  34,            0.010909,           0.0054939,          0.00094324,             0.86804,                   1,             0.90994,              0.8786,           0.0043584,           0.0031517,          0.00056838,            0.004073,            0.004073,            0.004073
                  35,            0.010823,           0.0053842,           0.0009445,             0.87075,             0.99991,             0.92336,              0.8939,           0.0041892,           0.0032188,          0.00058635,           0.0038567,           0.0038567,           0.0038567
                  36,            0.010374,           0.0053362,          0.00084377,             0.90381,             0.93317,             0.93613,             0.89628,           0.0045456,            0.003098,          0.00050906,           0.0036489,           0.0036489,           0.0036489
                  37,            0.010519,           0.0052335,          0.00086418,             0.86605,                   1,             0.89676,             0.88145,           0.0038811,            0.003081,          0.00053459,           0.0034503,           0.0034503,           0.0034503
                  38,           0.0098461,           0.0052365,          0.00083363,             0.86627,              0.9994,              0.9307,             0.91331,           0.0035817,           0.0030067,          0.00047409,           0.0032618,           0.0032618,           0.0032618
                  39,            0.010021,           0.0052164,          0.00076946,             0.82276,             0.96577,             0.90751,             0.88443,           0.0041577,           0.0030292,          0.00045732,           0.0030841,           0.0030841,           0.0030841
                  40,           0.0093079,           0.0049417,          0.00078698,             0.89573,               0.975,             0.93452,             0.91562,           0.0039709,           0.0031377,          0.00045267,           0.0029179,           0.0029179,           0.0029179
                  41,           0.0091001,           0.0048698,          0.00072505,             0.91282,             0.96547,             0.92004,              0.9054,           0.0034055,           0.0028792,          0.00042365,           0.0027639,           0.0027639,           0.0027639
                  42,           0.0089249,           0.0049567,          0.00068816,             0.91068,             0.96499,             0.94302,             0.92566,           0.0035205,           0.0029169,            0.000399,           0.0026227,           0.0026227,           0.0026227
                  43,            0.009024,           0.0049239,          0.00067305,             0.88922,             0.97124,             0.90465,             0.89186,           0.0031969,           0.0027882,           0.0004177,           0.0024948,           0.0024948,           0.0024948
                  44,           0.0084338,           0.0047645,          0.00063484,             0.89875,             0.96796,              0.9121,             0.89432,           0.0034457,           0.0029225,          0.00040099,           0.0023807,           0.0023807,           0.0023807
                  45,           0.0086293,           0.0047667,          0.00064045,             0.88626,             0.96562,             0.90604,             0.89108,           0.0036392,           0.0028866,          0.00036859,           0.0022809,           0.0022809,           0.0022809
                  46,            0.008401,            0.004833,           0.0006083,             0.86858,             0.99687,             0.90682,             0.89631,           0.0031129,           0.0026992,          0.00036314,           0.0021958,           0.0021958,           0.0021958
                  47,           0.0082303,            0.004746,          0.00062273,              0.8701,             0.99062,             0.91112,             0.89351,           0.0032769,           0.0027953,          0.00036491,           0.0021257,           0.0021257,           0.0021257
                  48,           0.0083499,           0.0047227,          0.00062157,             0.86592,                   1,             0.88971,             0.88462,            0.003389,            0.002891,          0.00035364,           0.0020709,           0.0020709,           0.0020709
                  49,            0.007962,           0.0045942,          0.00055862,             0.86973,             0.99651,             0.91487,             0.90038,           0.0031616,           0.0026749,          0.00033527,           0.0020315,           0.0020315,           0.0020315
                   0,              0.1087,            0.050692,            0.045272,           0.0058708,             0.16274,           0.0028667,           0.0004486,            0.098984,            0.048767,            0.042234,             0.00012,             0.00012,             0.09892
                   1,             0.08779,            0.060761,            0.041812,             0.12274,             0.31206,             0.11849,            0.036416,             0.06493,            0.059867,            0.039186,           0.0002498,           0.0002498,             0.09775
                   2,             0.07388,            0.061061,            0.039389,             0.24884,             0.62871,             0.30693,             0.08373,            0.056187,            0.049844,            0.038361,           0.0003788,           0.0003788,            0.096579
                   3,            0.068525,            0.052579,            0.037939,             0.28525,             0.49142,              0.2461,            0.046915,            0.054817,            0.054598,             0.03701,          0.00050639,          0.00050639,            0.095406
                   4,            0.066689,            0.047245,             0.03613,             0.22198,             0.70504,              0.2652,            0.078287,            0.048055,            0.045115,            0.034569,          0.00063196,          0.00063196,            0.094232
                   5,            0.064014,            0.045154,             0.03471,             0.36267,             0.45231,             0.35053,             0.10043,            0.056734,            0.040402,            0.032822,          0.00075493,          0.00075493,            0.093055
                   6,            0.062978,            0.042728,            0.032987,             0.43469,             0.56459,              0.5092,             0.20798,            0.050429,            0.037833,            0.030092,          0.00087472,          0.00087472,            0.091875
                   7,            0.062011,            0.041407,            0.030497,             0.29989,             0.56271,             0.41061,             0.19079,            0.044287,            0.036975,            0.026579,          0.00099079,          0.00099079,            0.090691
                   8,            0.060633,            0.040094,            0.027561,             0.31322,             0.58416,             0.45268,             0.15999,            0.041269,            0.036627,            0.023421,           0.0011026,           0.0011026,            0.089503
                   9,            0.061198,            0.037935,             0.02478,             0.44278,             0.74052,             0.59574,             0.17185,            0.045111,            0.033908,            0.021625,           0.0012097,           0.0012097,             0.08831
                  10,             0.05895,             0.03744,             0.02281,             0.46739,             0.79247,             0.64962,             0.25368,            0.039104,            0.033221,            0.020748,           0.0013115,           0.0013115,            0.087112
                  11,            0.058632,            0.036468,            0.022165,             0.50466,             0.82838,             0.63909,             0.30863,             0.04325,            0.031904,            0.020278,           0.0014077,           0.0014077,            0.085908
                  12,            0.055659,            0.035671,            0.021418,             0.33443,             0.76403,             0.44835,              0.1773,            0.040647,            0.030552,            0.019635,           0.0014979,           0.0014979,            0.084698
                  13,             0.05365,             0.03584,            0.020658,             0.41287,             0.94224,             0.61373,             0.31204,            0.035033,            0.028879,            0.019335,           0.0015816,           0.0015816,            0.083482
                  14,            0.053645,            0.034864,             0.02046,             0.44078,             0.95211,             0.68717,             0.36584,            0.033695,            0.029367,            0.019079,           0.0016586,           0.0016586,            0.082259
                  15,            0.051445,            0.033545,            0.020266,             0.43647,             0.91068,             0.59344,             0.22058,            0.039946,            0.027909,            0.018857,           0.0017287,           0.0017287,            0.081029
                  16,             0.05223,            0.033132,            0.019877,             0.47086,             0.92642,             0.66973,             0.35454,            0.035269,            0.027786,            0.018485,           0.0017915,           0.0017915,            0.079792
                  17,            0.050576,            0.033064,            0.019781,             0.44789,             0.90157,             0.64084,             0.28043,            0.033713,            0.028292,            0.018339,            0.001847,            0.001847,            0.078547
                  18,            0.048668,            0.032193,            0.019402,             0.50268,             0.93714,             0.64976,             0.31524,            0.037301,            0.027266,             0.01806,            0.001895,            0.001895,            0.077295
                  19,            0.046193,            0.032195,            0.019062,             0.67005,             0.94719,             0.71603,             0.46179,            0.029443,             0.02631,            0.017653,           0.0019354,           0.0019354,            0.076035
                  20,            0.047089,             0.03179,            0.018873,              0.4838,             0.88508,             0.67945,             0.37194,            0.033297,            0.026097,            0.017199,           0.0019682,           0.0019682,            0.074768
                  21,            0.047829,             0.03257,            0.018609,             0.64244,             0.88072,             0.72521,             0.29712,            0.043597,            0.024855,            0.016914,           0.0019935,           0.0019935,            0.073494
                  22,            0.044624,            0.030903,            0.018464,             0.68734,             0.96179,             0.75501,             0.48592,             0.02845,            0.025097,            0.016613,           0.0020114,           0.0020114,            0.072211
                  23,             0.04158,            0.030568,            0.018051,              0.6889,             0.93399,             0.75743,             0.48775,            0.028449,            0.025398,            0.016029,           0.0020219,           0.0020219,            0.070922
                  24,            0.041842,            0.032227,            0.017694,             0.72749,              0.9356,              0.8096,             0.54256,             0.02591,            0.024261,            0.015878,           0.0020254,           0.0020254,            0.069625
                  25,            0.039939,            0.031394,            0.017351,              0.7018,             0.92065,             0.76751,             0.48702,            0.026788,            0.023801,             0.01576,            0.002022,            0.002022,            0.068322
                  26,             0.03975,            0.029505,            0.017011,             0.74196,              0.9615,             0.82728,             0.56693,            0.024699,            0.022793,            0.015151,           0.0020121,           0.0020121,            0.067012
                  27,            0.039487,            0.030283,            0.017036,             0.62508,             0.94059,             0.75372,             0.51205,            0.026965,            0.024001,            0.014706,            0.001996,            0.001996,            0.065696
                  28,            0.038206,            0.029777,            0.016701,             0.69648,             0.93726,              0.7573,             0.45813,            0.029929,            0.024431,             0.01415,           0.0019742,           0.0019742,            0.064374
                  29,            0.038569,            0.028956,            0.016406,              0.6891,              0.9703,             0.75433,              0.5363,            0.025661,            0.024378,            0.014062,            0.001947,            0.001947,            0.063047
                  30,            0.036524,            0.029627,            0.016027,              0.7364,             0.91554,             0.78552,             0.55888,            0.025393,            0.023261,            0.014144,           0.0019151,           0.0019151,            0.061715
                  31,            0.037812,            0.029908,            0.016111,             0.69736,                0.96,             0.75865,             0.53469,            0.024753,            0.024273,            0.013191,           0.0018789,           0.0018789,            0.060379
                  32,            0.037864,            0.029279,            0.015769,             0.69316,              0.9615,             0.74266,             0.55656,            0.021903,            0.022568,            0.014063,           0.0018391,           0.0018391,            0.059039
                  33,             0.03419,            0.028594,            0.015733,             0.70058,             0.96796,             0.76371,              0.5843,            0.022341,            0.022879,            0.013024,           0.0017962,           0.0017962,            0.057696
                  34,            0.035771,            0.028366,            0.015687,             0.74361,             0.92904,             0.78248,             0.57523,            0.022466,             0.02313,            0.012359,           0.0017509,           0.0017509,            0.056351
                  35,            0.035188,            0.028693,            0.015366,             0.70254,             0.97865,              0.7542,             0.54069,            0.023682,             0.02253,            0.012679,            0.001704,            0.001704,            0.055004
                  36,            0.031591,            0.027111,            0.014911,              0.7323,             0.92244,             0.78545,             0.57829,            0.024358,            0.022792,            0.011308,           0.0016561,           0.0016561,            0.053656
                  37,            0.031558,            0.027692,             0.01486,             0.71142,             0.95215,               0.797,              0.5792,            0.024504,            0.022926,            0.010961,           0.0016081,           0.0016081,            0.052308
                  38,            0.032347,             0.02721,            0.014693,             0.67783,             0.96835,             0.74602,             0.56294,            0.025248,            0.023553,            0.011657,           0.0015606,           0.0015606,            0.050961
                  39,            0.032559,            0.026835,            0.014516,             0.69456,             0.97329,             0.75074,             0.56358,            0.023039,            0.022792,            0.011407,           0.0015144,           0.0015144,            0.049614
                  40,             0.03165,            0.027164,            0.014626,             0.69787,              0.9769,             0.76444,             0.60109,            0.021704,            0.022067,            0.012107,           0.0014704,           0.0014704,             0.04827
                  41,            0.029395,            0.026933,            0.013996,              0.6835,             0.99278,             0.73894,             0.56938,            0.022235,            0.022275,            0.011247,           0.0014294,           0.0014294,            0.046929
                  42,            0.030498,             0.02609,            0.013936,             0.72689,             0.91892,              0.7762,              0.5956,            0.022453,            0.022107,            0.010869,           0.0013921,           0.0013921,            0.045592
                  43,            0.029966,            0.026724,            0.014219,             0.68318,             0.97855,             0.73968,              0.5442,            0.023536,            0.021701,            0.011856,           0.0013594,           0.0013594,            0.044259
                  44,            0.030399,            0.026082,            0.013785,             0.68495,             0.96865,             0.76414,             0.60461,            0.020042,            0.021411,            0.011958,            0.001332,            0.001332,            0.042932
                  45,            0.028013,            0.026122,            0.013863,             0.67887,             0.98168,             0.73243,             0.56534,            0.022098,            0.022683,            0.012119,           0.0013109,           0.0013109,            0.041611
                  46,            0.030185,             0.02568,            0.013696,             0.68621,              0.9769,             0.75798,             0.59813,            0.021548,             0.02162,            0.011421,           0.0012967,           0.0012967,            0.040297
                  47,              0.0284,            0.026184,             0.01353,             0.69441,             0.96492,              0.7522,             0.60148,            0.020227,             0.02172,            0.010316,           0.0012901,           0.0012901,             0.03899
                  48,            0.027957,             0.02582,            0.013356,             0.69431,             0.98013,             0.75199,             0.60833,            0.019614,             0.02085,            0.010903,           0.0012921,           0.0012921,            0.037692
                  49,             0.02733,            0.025838,            0.013514,             0.69269,             0.97321,             0.76357,             0.57932,            0.019901,            0.020048,            0.011255,           0.0013031,           0.0013031,            0.036403
                   0,             0.10884,            0.051042,            0.045256,           0.0074771,             0.10111,           0.0043579,          0.00074224,            0.098948,            0.048946,             0.04207,             0.00012,             0.00012,             0.09892
                   1,             0.08754,            0.060962,            0.041841,             0.12629,             0.24428,             0.12953,            0.037034,            0.065365,            0.059621,             0.03912,           0.0002498,           0.0002498,             0.09775
                   2,            0.073676,            0.060358,            0.039592,             0.24228,             0.45616,             0.28943,            0.072961,            0.057572,            0.049475,            0.038169,           0.0003788,           0.0003788,            0.096579
                   3,            0.068145,            0.052274,            0.038077,             0.29326,             0.56783,             0.30283,            0.072879,            0.052642,            0.054342,            0.036995,          0.00050639,          0.00050639,            0.095406
                   4,             0.06579,            0.047073,            0.036465,             0.37376,             0.47616,             0.34872,             0.10998,            0.045262,             0.04543,            0.034606,          0.00063196,          0.00063196,            0.094232
                   5,            0.063955,            0.044872,            0.035309,             0.29456,             0.60538,             0.37801,             0.15464,            0.044205,            0.041662,            0.033166,          0.00075493,          0.00075493,            0.093055
                   6,            0.061807,            0.043132,            0.033959,             0.34362,             0.57441,             0.41968,             0.18316,            0.045854,            0.038634,            0.031155,          0.00087472,          0.00087472,            0.091875
                   7,            0.062538,            0.040673,            0.032061,             0.36689,             0.49657,             0.42207,             0.12479,            0.044708,            0.037328,            0.028501,          0.00099079,          0.00099079,            0.090691
                   8,             0.06047,            0.039727,            0.029931,             0.28566,             0.52269,             0.41658,             0.18739,            0.042762,            0.037294,            0.025466,           0.0011026,           0.0011026,            0.089503
                   9,            0.060642,            0.038539,            0.027268,             0.32817,             0.72295,             0.49351,              0.1197,            0.049097,            0.034148,             0.02333,           0.0012097,           0.0012097,             0.08831
                  10,            0.058657,            0.036965,            0.025253,             0.45128,             0.72828,             0.56526,             0.23873,            0.040184,            0.033617,            0.022308,           0.0013115,           0.0013115,            0.087112
                  11,            0.057041,            0.036811,            0.024476,              0.5679,             0.91221,             0.64402,             0.21119,            0.044096,            0.031116,            0.021486,           0.0014077,           0.0014077,            0.085908
                  12,            0.058003,            0.035702,            0.023587,             0.55661,             0.90751,             0.60257,             0.30751,            0.036641,            0.031512,            0.020965,           0.0014979,           0.0014979,            0.084698
                  13,            0.053269,             0.03594,            0.023045,             0.51959,             0.89899,              0.6296,             0.25518,            0.033922,            0.030523,            0.020773,           0.0015816,           0.0015816,            0.083482
                  14,            0.053838,            0.035054,            0.022558,             0.52674,             0.83957,             0.66273,             0.35383,            0.032762,            0.030789,            0.020148,           0.0016586,           0.0016586,            0.082259
                  15,            0.050826,            0.033352,            0.022634,             0.50259,             0.91298,             0.69134,             0.39033,            0.033054,            0.028458,            0.020192,           0.0017287,           0.0017287,            0.081029
                  16,            0.051159,            0.033207,            0.022015,             0.59617,             0.91763,             0.65949,             0.35455,            0.034303,            0.028902,            0.019912,           0.0017915,           0.0017915,            0.079792
                  17,            0.050173,            0.032863,             0.02187,             0.47859,              0.8979,             0.65771,             0.34982,            0.034852,            0.028231,            0.019898,            0.001847,            0.001847,            0.078547
                  18,            0.047344,            0.032192,             0.02151,             0.59156,             0.88605,             0.67035,             0.41156,            0.029607,            0.027527,            0.019207,            0.001895,            0.001895,            0.077295
                  19,            0.046316,            0.032143,            0.021185,             0.67199,             0.86845,             0.70915,              0.4479,            0.027876,            0.027107,            0.018857,           0.0019354,           0.0019354,            0.076035
                  20,            0.044499,            0.032034,             0.02114,             0.66031,             0.87166,              0.6879,             0.39777,            0.034489,             0.02547,            0.018437,           0.0019682,           0.0019682,            0.074768
                  21,            0.046085,            0.032542,            0.020798,              0.6173,             0.79156,             0.70096,              0.3852,            0.032924,            0.025595,            0.018157,           0.0019935,           0.0019935,            0.073494
                  22,            0.044801,            0.031424,            0.020532,             0.58542,             0.90331,             0.72165,             0.43887,            0.029911,            0.026187,            0.017964,           0.0020114,           0.0020114,            0.072211
                  23,            0.042613,            0.030891,            0.020047,             0.69983,             0.83131,             0.74732,             0.48103,            0.027374,            0.027064,            0.017831,           0.0020219,           0.0020219,            0.070922
                  24,            0.042036,            0.031903,            0.019723,             0.60996,             0.87621,             0.73045,             0.48945,            0.026485,            0.025455,            0.017588,           0.0020254,           0.0020254,            0.069625
                  25,            0.040718,            0.030831,             0.01943,             0.66678,             0.85127,               0.726,             0.48289,            0.028061,            0.024844,             0.01724,            0.002022,            0.002022,            0.068322
                  26,            0.040164,            0.030094,            0.019064,             0.81317,              0.7828,             0.86181,             0.58506,            0.025418,            0.022963,            0.016344,           0.0020121,           0.0020121,            0.067012
                  27,            0.040482,            0.030869,            0.018588,             0.71682,             0.85297,             0.75359,             0.51596,            0.025786,            0.025031,            0.016036,            0.001996,            0.001996,            0.065696
                  28,            0.038158,            0.029807,            0.018158,             0.69006,             0.91975,             0.75676,             0.50882,            0.026528,            0.024245,            0.015811,           0.0019742,           0.0019742,            0.064374
                  29,             0.03873,            0.029063,             0.01809,             0.60296,              0.8848,             0.73126,             0.48452,            0.023884,             0.02374,            0.016866,            0.001947,            0.001947,            0.063047
                  30,            0.036927,            0.029588,            0.017841,             0.72748,              0.9269,             0.83916,             0.61656,            0.022606,            0.022293,            0.015032,           0.0019151,           0.0019151,            0.061715
                  31,            0.036618,            0.029586,            0.017665,             0.67746,             0.93291,             0.74824,             0.54392,            0.023685,            0.023449,            0.014764,           0.0018789,           0.0018789,            0.060379
                  32,            0.036964,            0.029349,            0.016921,             0.65235,              0.9488,             0.75375,             0.55116,            0.023074,            0.023073,            0.015392,           0.0018391,           0.0018391,            0.059039
                  33,             0.03668,            0.028878,            0.017133,             0.65602,             0.93669,             0.74576,             0.54941,            0.023523,            0.022695,             0.01539,           0.0017962,           0.0017962,            0.057696
                  34,            0.034481,            0.028474,            0.016836,             0.67949,             0.92737,             0.75532,             0.57003,            0.021508,            0.023357,            0.013895,           0.0017509,           0.0017509,            0.056351
                  35,            0.036056,            0.029243,            0.016479,             0.68403,             0.89161,             0.76967,             0.58086,            0.021713,            0.022785,            0.014014,            0.001704,            0.001704,            0.055004
                  36,            0.031683,            0.026934,            0.016004,             0.73316,             0.87744,             0.83121,             0.63415,            0.021723,             0.02217,            0.012951,           0.0016561,           0.0016561,            0.053656
                  37,            0.033059,             0.02772,            0.015838,             0.68785,             0.90881,              0.7739,             0.56354,            0.023566,             0.02293,            0.012587,           0.0016081,           0.0016081,            0.052308
                  38,            0.034247,            0.027291,            0.015871,             0.64294,             0.96363,             0.76306,             0.56062,             0.02212,            0.021553,            0.013293,           0.0015606,           0.0015606,            0.050961
                  39,            0.030675,            0.026996,             0.01541,             0.64375,             0.96803,             0.75136,             0.57267,            0.021894,            0.021665,            0.013695,           0.0015144,           0.0015144,            0.049614
                  40,             0.03241,            0.027321,            0.015718,             0.66761,             0.97123,             0.73928,             0.53916,             0.02346,            0.022182,             0.01282,           0.0014704,           0.0014704,             0.04827
                  41,            0.029694,            0.026969,            0.015004,              0.6669,             0.97917,             0.74694,             0.54646,            0.023056,            0.022988,            0.012073,           0.0014294,           0.0014294,            0.046929
                  42,            0.031069,            0.026651,            0.014875,             0.66026,             0.96305,             0.76392,             0.58914,             0.01966,            0.020837,            0.011507,           0.0013921,           0.0013921,            0.045592
                  43,            0.028693,            0.026213,            0.014882,             0.64871,             0.96996,             0.74334,             0.57714,            0.020053,            0.020935,            0.012903,           0.0013594,           0.0013594,            0.044259
                  44,            0.029299,            0.025952,            0.014674,              0.6701,             0.97709,             0.79785,             0.64741,            0.018758,            0.020467,            0.011118,            0.001332,            0.001332,            0.042932
                  45,            0.028611,            0.026294,            0.014677,             0.64412,             0.96528,             0.75027,              0.5887,            0.019338,            0.020379,            0.012728,           0.0013109,           0.0013109,            0.041611
                  46,            0.029963,            0.025685,            0.014612,              0.6801,             0.92633,             0.78522,             0.62927,            0.019113,            0.019657,            0.011734,           0.0012967,           0.0012967,            0.040297
                  47,            0.028984,            0.025896,            0.014328,             0.66381,             0.98957,             0.75728,             0.60776,            0.018866,            0.020434,            0.011257,           0.0012901,           0.0012901,             0.03899
                  48,            0.027415,            0.025913,            0.014132,             0.66258,             0.94381,             0.76302,             0.61541,            0.018617,            0.020108,            0.011271,           0.0012921,           0.0012921,            0.037692
                  49,            0.027739,            0.026037,            0.013968,             0.66453,              0.9731,             0.75616,             0.57218,            0.020052,            0.020473,             0.01167,           0.0013031,           0.0013031,            0.036403
                   0,             0.10904,            0.051199,            0.045274,           0.0060977,             0.20412,           0.0031712,          0.00048737,            0.099944,            0.047116,            0.042215,             0.00012,             0.00012,             0.09892
                   1,            0.087582,            0.061361,            0.041816,             0.13682,             0.24346,             0.14189,            0.042485,             0.06509,            0.057731,            0.039037,           0.0002498,           0.0002498,             0.09775
                   2,            0.073965,             0.06122,            0.039506,             0.22006,             0.68503,             0.32822,            0.090851,             0.05679,            0.047831,            0.038112,           0.0003788,           0.0003788,            0.096579
                   3,            0.067555,            0.053174,            0.037937,             0.27344,             0.62153,             0.29012,             0.06656,            0.052355,            0.054843,            0.037008,          0.00050639,          0.00050639,            0.095406
                   4,            0.066648,            0.047631,            0.036167,             0.27272,             0.74241,             0.36406,             0.13868,              0.0495,            0.043883,            0.034626,          0.00063196,          0.00063196,            0.094232
                   5,            0.065821,            0.045168,            0.034781,             0.34773,             0.66846,             0.39334,             0.13956,            0.043541,            0.040465,            0.032909,          0.00075493,          0.00075493,            0.093055
                   6,             0.06256,            0.043232,            0.033075,             0.40228,             0.62541,             0.41533,             0.18983,            0.041448,             0.03725,            0.030282,          0.00087472,          0.00087472,            0.091875
                   7,            0.062347,            0.041381,            0.030461,             0.26126,             0.52922,             0.40851,             0.13259,            0.054593,            0.034542,            0.026995,          0.00099079,          0.00099079,            0.090691
                   8,            0.061028,            0.040064,            0.027528,             0.41104,             0.63201,             0.57928,             0.19263,             0.04576,            0.034187,            0.024083,           0.0011026,           0.0011026,            0.089503
                   9,            0.061377,            0.038623,            0.024745,             0.35447,             0.67492,             0.58086,             0.21976,            0.044571,            0.032469,            0.022163,           0.0012097,           0.0012097,             0.08831
                  10,            0.058282,            0.037336,            0.023071,             0.35424,             0.75083,             0.53506,             0.23267,            0.040986,            0.031452,            0.021327,           0.0013115,           0.0013115,            0.087112
                  11,            0.056752,            0.036877,            0.022189,             0.50428,              0.7641,             0.67243,             0.15174,            0.051481,            0.028827,            0.020984,           0.0014077,           0.0014077,            0.085908
                  12,            0.057365,            0.035659,            0.021515,             0.54701,             0.90347,             0.62867,             0.28098,            0.037214,            0.029079,            0.020383,           0.0014979,           0.0014979,            0.084698
                  13,            0.054622,            0.035717,            0.020886,             0.48376,             0.90897,              0.6454,             0.31306,            0.040003,            0.028183,            0.020282,           0.0015816,           0.0015816,            0.083482
                  14,            0.053298,            0.035261,            0.020466,             0.44241,             0.94149,             0.66447,             0.27915,            0.035201,            0.028736,            0.019935,           0.0016586,           0.0016586,            0.082259
                  15,            0.049784,            0.034175,            0.020239,             0.56068,             0.95373,             0.70192,             0.37222,            0.033373,            0.027982,            0.019605,           0.0017287,           0.0017287,            0.081029
                  16,            0.051006,            0.033382,            0.019774,             0.63454,              0.9177,              0.6977,             0.38719,            0.032015,            0.027393,            0.019453,           0.0017915,           0.0017915,            0.079792
                  17,            0.049393,            0.033156,            0.019722,             0.64459,             0.94968,             0.70018,             0.40398,            0.029948,            0.027041,            0.019259,            0.001847,            0.001847,            0.078547
                  18,            0.048052,            0.032515,            0.019306,             0.64276,             0.96511,              0.7155,             0.44871,            0.028265,            0.025558,            0.018986,            0.001895,            0.001895,            0.077295
                  19,            0.047609,            0.032345,             0.01926,             0.64969,             0.94013,             0.73313,             0.43444,            0.033453,            0.025847,            0.018341,           0.0019354,           0.0019354,            0.076035
                  20,            0.044954,            0.032062,            0.018877,             0.66831,             0.96219,             0.72421,              0.4022,            0.032691,            0.025436,            0.018389,           0.0019682,           0.0019682,            0.074768
                  21,            0.048397,            0.032591,             0.01884,             0.54138,             0.95349,             0.72848,             0.28167,            0.043575,            0.024038,             0.01774,           0.0019935,           0.0019935,            0.073494
                  22,            0.043221,            0.031453,            0.018294,             0.66906,             0.97855,             0.72809,             0.48765,            0.026116,            0.025367,            0.017239,           0.0020114,           0.0020114,            0.072211
                  23,              0.0444,            0.031242,            0.018024,             0.68342,             0.95029,             0.77426,             0.51804,            0.027589,            0.024174,            0.017091,           0.0020219,           0.0020219,            0.070922
                  24,            0.042875,            0.031817,            0.017804,             0.70854,             0.93234,             0.77982,             0.53379,            0.024899,            0.023719,            0.016364,           0.0020254,           0.0020254,            0.069625
                  25,            0.041615,            0.031264,            0.017712,             0.66336,             0.96602,             0.73354,             0.48387,            0.027155,            0.024466,             0.01644,            0.002022,            0.002022,            0.068322
                  26,            0.039955,              0.0301,            0.017221,             0.72338,             0.97195,               0.816,             0.50557,            0.028853,            0.022714,            0.015712,           0.0020121,           0.0020121,            0.067012
                  27,             0.03897,            0.030765,            0.016942,             0.66605,             0.98695,             0.76453,             0.54072,            0.024424,            0.023336,            0.015214,            0.001996,            0.001996,            0.065696
                  28,            0.039332,            0.030156,            0.016744,             0.70215,             0.95413,             0.76599,             0.49781,            0.026976,            0.022787,            0.016403,           0.0019742,           0.0019742,            0.064374
                  29,            0.037963,             0.02929,            0.016598,             0.67106,             0.98515,             0.73676,             0.51939,            0.024508,            0.023401,            0.015101,            0.001947,            0.001947,            0.063047
                  30,            0.037662,            0.029615,            0.016353,             0.70849,              0.9705,             0.80649,             0.58616,            0.022888,            0.022226,            0.015518,           0.0019151,           0.0019151,            0.061715
                  31,            0.035983,            0.029539,            0.016234,             0.66953,             0.94307,             0.74385,             0.50161,            0.027046,            0.023125,            0.014274,           0.0018789,           0.0018789,            0.060379
                  32,            0.035928,            0.029611,            0.015907,             0.69311,             0.96174,             0.74878,              0.5582,            0.022449,            0.022706,            0.015076,           0.0018391,           0.0018391,            0.059039
                  33,            0.036878,            0.028809,            0.015916,             0.68061,             0.98886,             0.75513,             0.56323,            0.023465,            0.022758,            0.014823,           0.0017962,           0.0017962,            0.057696
                  34,             0.03596,             0.02849,            0.015793,             0.54395,             0.95348,             0.76066,             0.54743,            0.024602,            0.023926,            0.013475,           0.0017509,           0.0017509,            0.056351
                  35,            0.032866,            0.029304,            0.015509,             0.70271,             0.97287,             0.81285,             0.60412,            0.022807,            0.022106,             0.01297,            0.001704,            0.001704,            0.055004
